"","CNTR_ID","SHAPE_AREA","SHAPE_LEN","polygonID"
"186","SE",79.1421953097,135.577931344,187
"187","SG",0.047205308,1.31350823352,188
"188","SH",0.03609797265,1.7032960731,189
"189","SI",2.35682476799,11.3290292909,190
"190","SJ",25.7802216236,180.144246899,191
"191","SK",5.99737992249,15.465016082,192
"192","SL",5.94322804582,15.85704504,193
"193","SM",0.00723932511,0.34564583986,194
"194","SN",16.5002454602,26.9035546197,195
"195","SO",51.8209980255,51.4115779932,196
"196","SR",11.8985107451,17.6055721288,197
"197","ST",0.081951524,1.53048485062,198
"198","SV",1.74579976084,7.4324515167,199
"199","SY",18.6347077814,23.4705284421,200
"200","SZ",1.56842862522,5.07524514525,201
"201","TC",0.04594743034,3.97739702972,202
"202","TD",107.114436633,53.1139937982,203
"203","TF",0.9326338114,22.7758964456,204
"204","TG",4.68073268897,14.56133939,205
"205","TH",43.3123589371,79.5603252662,206
"206","TJ",14.6771465337,37.3180788955,207
"207","TK",0.00095667979,0.26910605036,208
"208","TL",1.22712399281,8.29616144969,209
"209","TM",49.2153540536,57.7063262085,210
"210","TN",15.1854003344,27.2659012691,211
"211","TO",0.05094141216,3.74110535899,212
"212","TR",81.2402542897,86.0911578844,213
"213","TT",0.42886255931,4.68890957203,214
"214","TV",0.00153327273,0.60575953484,215
"215","TZ",76.9997523685,50.7170035749,216
"216","UA",73.9196936593,81.7004927073,217
"217","UG",19.6048519629,21.8060385235,218
"218","UK",33.7251675767,157.098470958,219
"219","UM",0.02542659052,2.82360171934,220
"220","US",1101.05244329,1001.95678749,221
"221","UY",17.1559693702,19.6231399848,222
"222","UZ",47.3281867654,71.3312584763,223
"223","VA",9.815312e-05,0.07543804134,224
"224","VC",0.03642292127,1.63567003926,225
"225","VE",74.7473011557,83.6033853992,226
"226","VG",0.01609780604,1.61060642774,227
"227","VI",0.02972379874,1.54830301499,228
"228","VN",27.8274790057,81.8954782747,229
"229","VU",1.01897847604,21.095177273,230
"230","WF",0.01293265911,0.8967356088,231
"231","WS",0.23666088192,3.21917282372,232
"232","XA",5.964581e-05,0.04004955903,233
"233","XB",0.00011287708,0.04941519441,234
"234","XC",3.03293202591,10.4255177316,235
"235","XD",6.24068450587,17.9298840715,236
"236","XE",0.334085365,5.7857701007,237
"237","XF",1.56913499669,7.04079333131,238
"238","XG",0.26006778308,2.8285106468,239
"239","XH",18.2769729818,26.9704737025,240
"240","XI",0.57840960357,11.1499960968,241
"241","XJ",4.401314e-05,0.03093998163,242
"242","XV",0.17203826543,2.05443854534,243
"243","XL",0.0002480342,0.07657835825,244
"244","XM",7.857991e-05,0.04283425378,245
"245","XN",0.00018725138,0.07099239606,246
"246","XO",0.00257082254,0.34010225879,247
"247","YE",38.2747157497,39.2629502092,248
"248","ZA",113.166714548,72.5180155028,249
"249","ZM",62.7360596551,51.1048314751,250
"250","ZW",33.5327092191,27.1021959122,251
"251","FR",71.7837729469,93.5761542829,252
"252","BL",0.00136247449,0.20990419904,253
"253","XU",0.81966006036,3.60375211152,254
"254","SS",51.5945575353,44.4634966157,255
"255","SD",155.818198872,68.4400573823,256
