"","Authoring","Studied","N","c1","X_A","Y_A","c2","X_S","Y_S"
"221.35","US","CA",1,"US",-99.4425594967709,39.3961009899639,"CA",-102.515470389785,58.0403749386076
"252.35","FR","CA",8,"FR",2.46155981462731,46.6177606162003,"CA",-102.515470389785,58.0403749386076
"252.38","FR","CF",1,"FR",2.46155981462731,46.6177606162003,"CF",20.5018919883068,6.57605028869312
"252.39","FR","CG",1,"FR",2.46155981462731,46.6177606162003,"CG",15.2420257202524,-0.831742302193923
"36.40","CA","CH",1,"CA",-102.515470389785,58.0403749386076,"CH",8.21011553875218,46.7903177203335
"55.40","DE","CH",1,"DE",10.3928249975919,51.0799046830685,"CH",8.21011553875218,46.7903177203335
"219.40","UK","CH",1,"UK",-2.49101280471062,53.927081866194,"CH",8.21011553875218,46.7903177203335
"252.40","FR","CH",11,"FR",2.46155981462731,46.6177606162003,"CH",8.21011553875218,46.7903177203335
"252.41","FR","CI",3,"FR",2.46155981462731,46.6177606162003,"CI",-5.56221500353294,7.63136573333486
"252.43","FR","CL",2,"FR",2.46155981462731,46.6177606162003,"CL",-71.1945286661923,-35.0651757255543
"82.44","GN","CM",1,"GN",-10.9224287349139,10.4244246101515,"CM",12.7630373126332,5.71975403993217
"252.44","FR","CM",4,"FR",2.46155981462731,46.6177606162003,"CM",12.7630373126332,5.71975403993217
"20.45","BE","CN",1,"BE",4.67174670598386,50.638844213958,"CN",103.88807031688,36.6300670681948
"36.45","CA","CN",2,"CA",-102.515470389785,58.0403749386076,"CN",103.88807031688,36.6300670681948
"41.45","CH","CN",3,"CH",8.21011553875218,46.7903177203335,"CN",103.88807031688,36.6300670681948
"55.45","DE","CN",1,"DE",10.3928249975919,51.0799046830685,"CN",103.88807031688,36.6300670681948
"182.45","RU","CN",1,"RU",99.1595613921392,61.6595873942864,"CN",103.88807031688,36.6300670681948
"219.45","UK","CN",1,"UK",-2.49101280471062,53.927081866194,"CN",103.88807031688,36.6300670681948
"221.45","US","CN",2,"US",-99.4425594967709,39.3961009899639,"CN",103.88807031688,36.6300670681948
"252.45","FR","CN",10,"FR",2.46155981462731,46.6177606162003,"CN",103.88807031688,36.6300670681948
"61.46","EC","CO",1,"EC",-78.3655156058908,-1.45402110375558,"CO",-73.0788012957669,3.90242219807197
"252.46","FR","CO",6,"FR",2.46155981462731,46.6177606162003,"CO",-73.0788012957669,3.90242219807197
"36.52","CA","CY",1,"CA",-102.515470389785,58.0403749386076,"CY",33.2376467327144,35.0568100638634
"41.53","CH","CZ",1,"CH",8.21011553875218,46.7903177203335,"CZ",15.3400035145125,49.7258783900133
"182.53","RU","CZ",1,"RU",99.1595613921392,61.6595873942864,"CZ",15.3400035145125,49.7258783900133
"252.53","FR","CZ",12,"FR",2.46155981462731,46.6177606162003,"CZ",15.3400035145125,49.7258783900133
"20.54","BE","DE",1,"BE",4.67174670598386,50.638844213958,"DE",10.3928249975919,51.0799046830685
"36.54","CA","DE",1,"CA",-102.515470389785,58.0403749386076,"DE",10.3928249975919,51.0799046830685
"41.54","CH","DE",1,"CH",8.21011553875218,46.7903177203335,"DE",10.3928249975919,51.0799046830685
"182.54","RU","DE",1,"RU",99.1595613921392,61.6595873942864,"DE",10.3928249975919,51.0799046830685
"219.54","UK","DE",1,"UK",-2.49101280471062,53.927081866194,"DE",10.3928249975919,51.0799046830685
"221.54","US","DE",2,"US",-99.4425594967709,39.3961009899639,"DE",10.3928249975919,51.0799046830685
"252.54","FR","DE",24,"FR",2.46155981462731,46.6177606162003,"DE",10.3928249975919,51.0799046830685
"36.55","CA","DJ",1,"CA",-102.515470389785,58.0403749386076,"DJ",42.5825758452947,11.7480199096215
"36.56","CA","DK",3,"CA",-102.515470389785,58.0403749386076,"DK",9.2973159284441,56.0224115052538
"252.56","FR","DK",16,"FR",2.46155981462731,46.6177606162003,"DK",9.2973159284441,56.0224115052538
"41.59","CH","DZ",1,"CH",8.21011553875218,46.7903177203335,"DZ",2.6326505343615,28.1560255608235
"159.59","NO","DZ",1,"NO",14.0456175437801,64.246082695081,"DZ",2.6326505343615,28.1560255608235
"252.59","FR","DZ",5,"FR",2.46155981462731,46.6177606162003,"DZ",2.6326505343615,28.1560255608235
